index,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
182,1454,Bakau,Peru,2015,Peru,"Bambamarca, 2015",70,2.75,3,Bean,Cocoa butter,,,,Sugar,,molasses,caramel,pungent,
183,2294,Bankston,U.S.A,2019,Tanzania,Kokoa Kamili,72,3.25,3,Bean,Cocoa butter,,,,Sugar,,base cocoa,mild fruit,roasty,
184,2294,Bankston,U.S.A,2019,Uganda,Uganda,82,2.75,3,Bean,Cocoa butter,,,,Sugar,,bitter,fatty,mild fruit,
185,2290,Bankston,U.S.A,2019,Belize,Belize,72,2.5,3,Bean,Cocoa butter,,,,Sugar,,gritty,fatty,sour,off
186,983,Bar Au Chocolat,U.S.A,2012,Madagascar,Sambirano,70,3.75,2,Bean,,,,,Sugar,,raspberry,mild sour,,
187,983,Bar Au Chocolat,U.S.A,2012,Mexico,Chiapas,70,3.5,2,Bean,,,,,Sugar,,molasses,toffee,coffee grounds,
188,983,Bar Au Chocolat,U.S.A,2012,Dominican republic,Duarte Province,70,3.25,2,Bean,,,,,Sugar,,complex,black pepper,coffee,
189,1295,Bar Au Chocolat,U.S.A,2014,Peru,Maranon Canyon,70,4,2,Bean,,,,,Sugar,,creamy,rounded,orange,
190,1554,Bar Au Chocolat,U.S.A,2015,Brazil,Bahia,70,3.5,2,Bean,,,,,Sugar,,intense,smokey,dried fruit,
191,1980,Bar Au Chocolat,U.S.A,2017,Costa rica,"Turrialba, Cartago P.",72,3.5,2,Bean,,,,,Sugar,,slightly dry,cocoa,berry,
192,1980,Bar Au Chocolat,U.S.A,2017,Trinidad,Montserrat Hills,80,3.5,2,Bean,,,,,Sugar,,intense,tangy,alcohol,
193,955,Baravelli's,Wales,2012,Costa rica,single estate,80,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,gritty,floral,vanilla,
194,1868,Batch,U.S.A,2016,Brazil,Brazil,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,strawberry,candy flavor,,
195,1840,Batch,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 3",65,3.5,3,Bean,Cocoa butter,,,,Sugar,,creamy,sweet,fudgey,
196,1880,Batch,U.S.A,2016,Ecuador,Ecuador,65,3.25,3,Bean,Cocoa butter,,,,Sugar,,sandy,floral,sweet,
197,2374,Bean,U.k.,2019,Peru,Peru,70,2.25,4,Bean,Cocoa butter,Vanilla,,,Sugar,,strong vanilla,off notes,,
198,1948,Beau Cacao,U.k.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72,3.25,3,Bean,Cocoa butter,,,,Sugar,,smokey,woody,tobacco,
199,1948,Beau Cacao,U.k.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73,3,3,Bean,Cocoa butter,,,,Sugar,,caramel,spice,earthy,
200,1784,Beehive,U.S.A,2016,Brazil,"Brazil, Batch 20316",80,2.75,3,Bean,Cocoa butter,,,,Sugar,,intense,bitter,dry,
201,1784,Beehive,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 31616",70,2.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,sweet,molasses,
202,1784,Beehive,U.S.A,2016,Ecuador,"Ecuador, Batch 31516",70,2.75,3,Bean,Cocoa butter,,,,Sugar,,intense,floral,black pepper,
203,1788,Beehive,U.S.A,2016,Ecuador,Ecuador,90,2.75,3,Bean,Cocoa butter,,,,Sugar,,intense floral,bitter,earthy,
204,586,Belcolade,Belgium,2010,Ecuador,Ecuador,71,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,dry,cinamon,nutmeg,
205,586,Belcolade,Belgium,2010,Costa rica,Costa Rica,64,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,pastey,nutty,,
206,586,Belcolade,Belgium,2010,Papua new guinea,Papua New Guinea,64,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,intense,smokey,,
207,586,Belcolade,Belgium,2010,Peru,Peru,64,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,sticky,moss,nuts,
208,1800,Bellflower,U.S.A,2016,Tanzania,"Kokao Kamili, Kilombero Valley",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,sticky,delicate,melon,
209,1864,Bellflower,U.S.A,2016,Dominican republic,"Oko Caribe, Duarte P.",70,3.5,2,Bean,,,,,Sugar,,caramel,mild dried fruit,,
210,1804,Bellflower,U.S.A,2016,Bolivia,"Alto Beni, Palos Blanco",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,oily,complex,pungent,
211,2190,Belvie,Vietnam,2018,Vietnam,Lam Dong,75,3.25,3,Bean,Cocoa butter,,,,Sugar,,high acidity,nutty,roasty,
212,1768,Belyzium,Germany,2016,Belize,Belize south,83,3.5,3,Bean,Cocoa butter,,,,Sugar,,balanced,complex,berry,
213,1768,Belyzium,Germany,2016,Belize,Belize south,78,3,3,Bean,Cocoa butter,,,,Sugar,,sweet,nibby,green,
214,1768,Belyzium,Germany,2016,Belize,"Belize south, low fermentation",83,2.75,3,Bean,Cocoa butter,,,,Sugar,,unbalanced,tangy,pungent,
215,2246,Benns,Singapore,2018,Vietnam,Vung Tau,72,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,gummy,roasty,fatty,
216,2246,Benns,Singapore,2018,India,"Anamalai, 2018 harvest",72,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,gummy,fatty,sour,
217,2246,Benns,Singapore,2018,Malaysia,"Sungai Ruan, Koh Farm",72,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,off aroma,smokey,off note,
218,757,Benoit Nihant,Belgium,2011,Indonesia,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",72,4,3,Bean,Cocoa butter,,,,Sugar,,smokey,raspberries,cocoa,
219,773,Benoit Nihant,Belgium,2011,Madagascar,"Somia Plantation, Sambirano, 70hr C",72,3.75,3,Bean,Cocoa butter,,,,Sugar,,intense,red berry,strawberry,
220,1141,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,73,4,3,Bean,Cocoa butter,,,,Sugar,,cinamon and nutmeg,,,
221,1141,Benoit Nihant,Belgium,2013,Cuba,Baracoa,74,3.5,3,Bean,Cocoa butter,,,,Sugar,,tobacco,dairy,sour,
222,1141,Benoit Nihant,Belgium,2013,Venezuela,Chuao,74,3.5,3,Bean,Cocoa butter,,,,Sugar,,mocha,intense,sweet,
223,1141,Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,74,3.5,3,Bean,Cocoa butter,,,,Sugar,,nutty,roasty,dairy,
224,797,Bernachon,France,2012,Blend,Nature,55,2.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sweet,vanilla,cocoa,
225,508,Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",64,3.5,3,Bean,Cocoa butter,,,,Sugar,,ham-like,smokey,banana,
226,508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72,3.5,3,Bean,Cocoa butter,,,,Sugar,,dark cocoa,spicy pepper,,
227,508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,creamy,macadamia,pepper,
228,508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74,3.25,3,Bean,Cocoa butter,,,,Sugar,,nutty,light toffee,mild musty,
229,636,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,nutty,cocoa,
230,636,Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72,3.5,3,Bean,Cocoa butter,,,,Sugar,,creamy,banana,rich,
231,636,Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,64,3,3,Bean,Cocoa butter,,,,Sugar,,chunky,nutty,banana,
232,636,Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,88,3,3,Bean,Cocoa butter,,,,Sugar,,bitter then nutty rustic,earthy,,
233,1486,Bisou,U.S.A,2015,Belize,Belize,86,3.25,4,Bean,Cocoa butter,Vanilla,,,Sugar,,mild bitter,diluted,vanilla,
234,1482,Bisou,U.S.A,2015,Nicaragua,"Nicaragua, American style",76,2.5,2,Bean,,,,,Sugar,,bitter,molasses,flour,
235,1486,Bisou,U.S.A,2015,Costa rica,"San Andres, American style",76,2.5,2,Bean,,,,,Sugar,,molasses,metallic,earthy,
236,1486,Bisou,U.S.A,2015,Costa rica,"San Andres, silk",78,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sour,tart,molasses,
237,2084,Bitacora,Venezuela,2018,Venezuela,Aragua,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,smooth texture,earthy,nutty,
238,2088,Bitacora,Venezuela,2018,Venezuela,Merida,70,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,gritty,spicy,earthy,
239,2088,Bitacora,Venezuela,2018,Venezuela,Carabobo,70,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,fatty,bland,nutty,
240,233,Bittersweet Origins,U.S.A,2008,Dominican republic,Puerto Plata,68,3.75,2,Bean,,,,,Sugar,,nutty,astringent,,
241,233,Bittersweet Origins,U.S.A,2008,Panama,Bocas del Toro,75,3.5,2,Bean,,,,,Sugar,,intense,rum,tea,
242,233,Bittersweet Origins,U.S.A,2008,Madagascar,Sambirano,71,3,2,Bean,,,,,Sugar,,rich cocoa,red berry,sour,
243,256,Bittersweet Origins,U.S.A,2008,Ghana,Ankasa,70,3,2,Bean,,,,,Sugar,,nutmeg,sour,,
244,414,Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,65,3.5,2,Bean,,,,,Sugar,,intense marshmallow,cocoa,,
245,431,Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,65,3.5,2,Bean,,,,,Sugar,,chocolate covered cherries,,,
246,423,Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,75,3.25,2,Bean,,,,,Sugar,,rustic,red berry,woody,
247,414,Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,75,3,2,Bean,,,,,Sugar,,chalky,strong,harsh smoke,
248,502,Bittersweet Origins,U.S.A,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70,3.75,2,Bean,,,,,Sugar,,robust,cocoa,fruity,
249,478,Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",75,3.25,2,Bean,,,,,Sugar,,dry,cardamom,medicinal,
250,565,Bittersweet Origins,U.S.A,2010,Madagascar,"Sambirano, 2009",70,3,2,Bean,,,,,Sugar,,red berry,strong wine,sour,
251,565,Bittersweet Origins,U.S.A,2010,Venezuela,"Ocumare, prototype",78,3,2,Bean,,,,,Sugar,,nutty,mild bitter,,
252,558,Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",65,2.75,2,Bean,,,,,Sugar,,pastey,off spicey,nutty,
253,963,Bittersweet Origins,U.S.A,2012,Ghana,Ghana,72,3.5,3,Bean,Cocoa butter,,,,Sugar,,roasted nuts,rich,roasty,
254,2114,Bixby,U.S.A,2018,Dominican republic,Dominican Republic,70,3.25,2,Bean,,,,,Sugar,,sweet,sour milk,,
255,2108,Bixby,U.S.A,2018,Haiti,Haiti,70,3,2,Bean,,,,,Sugar,,floral,molasses,chemical,
256,2114,Bixby,U.S.A,2018,Guatemala,Guatemala,70,3,2,Bean,,,,,Sugar,,molasses,earthy,spicy,
257,2422,Bixby,U.S.A,2019,Belize,Belize,70,2.75,2,Bean,,,,,Sugar,,off,rubbery,burnt molasses,
258,256,Black Mountain,U.S.A,2008,Nicaragua,Matiguas,70,3,3,Bean,Cocoa butter,,,,Sugar,,rich,leather,woodsy,
259,256,Black Mountain,U.S.A,2008,Dominican republic,La Red,70,2.75,3,Bean,Cocoa butter,,,,Sugar,,unrefined,fruity,,
260,256,Black Mountain,U.S.A,2008,Venezuela,Carenero Superior,70,2.75,3,Bean,Cocoa butter,,,,Sugar,,sweet grass,muted spice,,
261,1331,Black River (A. Morin),U.k.,2014,Jamaica,Blue Mountain Region,70,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,fatty,nutty,,
262,322,Blanxart,Spain,2009,Blend,Organic Dark,72,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,oily,flat,woody,sour
263,1046,Blanxart,Spain,2013,Congo,"Congo, Grand Cru",82,3.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,complex,fruity,mild bitter,
264,911,Blue Bandana,U.S.A,2012,Madagascar,Madagascar,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,gritty,tart red berry,powerful,
265,911,Blue Bandana,U.S.A,2012,Guatemala,Guatemala,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,chewy,complex,black pepper,
266,1740,Blue Bandana,U.S.A,2016,Madagascar,"Akesson's E., Sambirano V.",82,3.5,2,Bean,,,,,Sugar,,sandy,tart,sour,sweet
267,1752,Blue Bandana,U.S.A,2016,Tanzania,Kokoa Kamili,75,3.5,2,Bean,,,,,Sugar,,bready,melon,,
268,1756,Blue Bandana,U.S.A,2016,Dominican republic,Zorzal Reserva,75,3,2,Bean,,,,,Sugar,,astringent,sour,coffee,
269,1752,Blue Bandana,U.S.A,2016,Guatemala,Lachua,75,2.75,2,Bean,,,,,Sugar,,roasty,coffee,earthy,
270,1996,Boho,U.S.A,2017,Belize,Maya Mtn,70,2.75,3,Bean,Cocoa butter,,,,Sugar,,pungent off flavor,,,
271,2290,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74,3.25,2,Bean,,,,,Sugar,,grassy,savory,sour,
272,2290,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72,2.75,2,Bean,,,,,Sugar,,sweet,fruit,chemical off note,
273,2290,Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68,2.5,2,Bean,,,,,Sugar,,sweet,dirty,off notes,
274,48,Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",75,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,fatty,floral,
275,81,Bonnat,France,2006,Venezuela,Chuao,75,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,coconut,tang,
276,24,Bonnat,France,2006,Blend,"Carribean, Trinite",75,3.75,3,Bean,Cocoa butter,,,,Sugar,,spice,woodsy,long lasting,
277,32,Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",75,3.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,creamy,berry,
278,75,Bonnat,France,2006,Madagascar,Madagascar,75,3.75,3,Bean,Cocoa butter,,,,Sugar,,mellow,tart,coffee,
279,81,Bonnat,France,2006,Sri lanka,Ceylan,75,3,3,Bean,Cocoa butter,,,,Sugar,,vegetal,dominant tobacco,,
280,123,Bonnat,France,2007,Ecuador,Equateur,75,2.5,3,Bean,Cocoa butter,,,,Sugar,,dry,floral,bitter,
281,199,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,strawberry,nutty,
282,331,Bonnat,France,2009,Ivory coast,Ivory Coast,75,3,3,Bean,Cocoa butter,,,,Sugar,,oily,intense cocoa,sl. Burnt,
283,336,Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75,3,3,Bean,Cocoa butter,,,,Sugar,,mild bitter,nut,possible mold,
284,395,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75,3,3,Bean,Cocoa butter,,,,Sugar,,fatty,roasty,earthy,
285,336,Bonnat,France,2009,Peru,"Porcelana, Apotequil",75,2.75,3,Bean,Cocoa butter,,,,Sugar,,flat,bread,earthy,
286,629,Bonnat,France,2011,Haiti,Haiti,75,4,3,Bean,Cocoa butter,,,,Sugar,,grassy,black pepper,,
287,629,Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",75,4,3,Bean,Cocoa butter,,,,Sugar,,fatty,spicy,gentle roast,
288,629,Bonnat,France,2011,Brazil,Libanio,75,3.75,3,Bean,Cocoa butter,,,,Sugar,,chunky,very grassy,mild mint,
289,629,Bonnat,France,2011,Cuba,Cuba,75,3.5,3,Bean,Cocoa butter,,,,Sugar,,fatty,raisin,grape,
290,629,Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",75,3.5,3,Bean,Cocoa butter,,,,Sugar,,roasty,woody,mint,
291,629,Bonnat,France,2011,Peru,Piura Blanco,75,3.5,3,Bean,Cocoa butter,,,,Sugar,,creamy,cocoa,smokey,
292,672,Bonnat,France,2011,Brazil,Juliana,75,3.5,3,Bean,Cocoa butter,,,,Sugar,,oily,fatty,rich,nutty
293,761,Bonnat,France,2011,Jamaica,Jamaique,75,3.25,3,Bean,Cocoa butter,,,,Sugar,,oily,creamy,woody,
294,1038,Bonnat,France,2013,Brazil,Maragnam,75,3.5,3,Bean,Cocoa butter,,,,Sugar,,oily,roasted nuts,rich cocoa,
295,1042,Bonnat,France,2013,Gabon,Gabon,75,3.25,3,Bean,Cocoa butter,,,,Sugar,,fatty,roasty,black pepper,
296,1339,Bonnat,France,2014,Brazil,Kaori,75,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,homey,nutty,
297,1418,Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65,3.75,3,Bean,Cocoa butter,,,,Sugar,,complex,brownie,mint,spice
298,1418,Bonnat,France,2014,Dominican republic,"Los Colorados, Santo Domingo, Equateur",75,3.25,3,Bean,Cocoa butter,,,,Sugar,,roasty,tobacco,earthy,
299,1912,Bonnat,France,2016,Mexico,Selva Maya,75,3.5,3,Bean,Cocoa butter,,,,Sugar,,heavy roast,fatty,gateway,
300,2246,Bonnat,France,2018,Peru,Madre de Dios,75,4,3,Bean,Cocoa butter,,,,Sugar,,oily,subtle,mild coffee,
301,2250,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,rich,complex,
302,316,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77,3.25,2,Bean,,,,,Sugar,,sticky,lavendar,molasses,
303,2134,Box Chocolate,U.S.A,2018,Dominican republic,Zorzal,72,3.25,3,Bean,Cocoa butter,,,,Sugar,,spicy,banana,,
304,2194,Brasstown,U.S.A,2018,Peru,Ucayali,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,sweet,rich mocha,acidic,
305,2254,Brasstown,U.S.A,2018,Ecuador,Esmeraldas,75,3.5,3,Bean,Cocoa butter,,,,Sugar,,balanced,floral,honey,
306,1129,Brasstown aka It's Chocolate,U.S.A,2013,Ghana,"Ghana, batch 021813",75,3.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,fatty,brownie,nutty,
307,1129,Brasstown aka It's Chocolate,U.S.A,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",85,3.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,intense,cooked banana,,
308,1125,Brasstown aka It's Chocolate,U.S.A,2013,Ecuador,"Camino Verde, Guayas",70,3.25,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,intense,alocohol,floral,
309,1125,Brasstown aka It's Chocolate,U.S.A,2013,Dominican republic,Cooproagro,72,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,oily,vanilla,caramel,dairy
310,1355,Brasstown aka It's Chocolate,U.S.A,2014,Venezuela,Chuao,70,4,3,Bean,Cocoa butter,,,,Sugar,,intense,raisins,roasty,
311,1255,Brasstown aka It's Chocolate,U.S.A,2014,Belize,Maya Mountain,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,intense,cocoa,complex,
312,1462,Brasstown aka It's Chocolate,U.S.A,2015,Dominican republic,"Conacado, batch 001515",68,3.75,3,Bean,Cocoa butter,,,,Sugar,,complex,brownie,lime,rich
313,1868,Brasstown aka It's Chocolate,U.S.A,2016,Nicaragua,"O'payo, Waslala",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,simple,rich cocoa,,
314,1868,Brasstown aka It's Chocolate,U.S.A,2016,Venezuela,"Guasare, Zulia Prov.",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,nutty,slight hammy,rich,
315,1984,Brasstown aka It's Chocolate,U.S.A,2017,Ecuador,Manabi,75,3.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,floral,honey,
316,1980,Brasstown aka It's Chocolate,U.S.A,2017,Dominican republic,Elvesia P.,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,earthy,cherries,,
317,2096,Brasstown aka It's Chocolate,U.S.A,2018,Bolivia,"Wild Bolivia, Sucre",70,4,3,Bean,Cocoa butter,,,,Sugar,,nuts,fruit,,
318,1514,Brazen,U.S.A,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70,3.5,2,Bean,,,,,Sugar,,tart,tea,leather,sour
319,1514,Brazen,U.S.A,2015,Dominican republic,Elvesia P.,80,3.25,3,Bean,Cocoa butter,,,,Sugar,,bitter,dark berry,fatty,
320,1518,Brazen,U.S.A,2015,Belize,Maya Mountain,80,3.25,3,Bean,Cocoa butter,,,,Sugar,,mild smoke,raisins,coffee,
321,1518,Brazen,U.S.A,2015,Madagascar,Ambolikapkly P.,60,3.25,3,Bean,Cocoa butter,,,,Sugar,,citrus,sweet,cocoa,
322,1514,Brazen,U.S.A,2015,Dominican republic,Elvesia P.,60,3,3,Bean,Cocoa butter,,,,Sugar,,roasty,sweet,brownie,
323,1518,Brazen,U.S.A,2015,Madagascar,Ambolikapiky P.,80,2.75,3,Bean,Cocoa butter,,,,Sugar,,bitter,tart,acidic,
324,1149,Breeze Mill,U.S.A,2013,Jamaica,Jamaica,70,3,4,Bean,Cocoa butter,Vanilla,,,Sugar,,chalky,sandy,tart,bland
325,1231,Bright,Australia,2014,Dominican republic,Marabel Farms,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,spicy,black pepper,banana,
326,1231,Bright,Australia,2014,Ecuador,"Camino Verde, Balao, Guayas",72,3.5,3,Bean,Cocoa butter,,,,Sugar,,floral,banana,,
327,1231,Bright,Australia,2014,Madagascar,Somia Plantation,72,3,3,Bean,Cocoa butter,,,,Sugar,,sweet,mild molasses,bland,
328,1235,Bright,Australia,2014,Trinidad,Gran Couva,68,2.75,3,Bean,Cocoa butter,,,,Sugar,,fatty,sweet,metallic,
329,1638,Britarev,Russia,2015,Ecuador,Ecuador,70,3.25,2,Bean,,,,,Sugar,,powdery,floral,molasses,
330,1181,Bronx Grrl Chocolate,U.S.A,2013,Dominican republic,Dominican Republic,68,2.75,3,Bean,Cocoa butter,,,,Sugar,,gritty,sweet,brownie,
331,2052,Bullion,U.k.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70,3,3,Bean,Cocoa butter,,,,Sugar,,roasty and under refined,,,
332,2052,Bullion,U.k.,2018,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70,2.5,3,Bean,Cocoa butter,,,,Sugar,,dirt,earthy,floral,
333,1299,Burnt Fork Bend,U.S.A,2014,Ecuador,"Mindo, batch 01040914",72,3.5,3,Bean,Cocoa butter,,,,Sugar,,floral,mild citrus,orange,
334,1299,Burnt Fork Bend,U.S.A,2014,Trinidad,"Trinidad, batch 05050114",72,3.25,3,Bean,Cocoa butter,,,,Sugar,,high roast,coffee,spicy,
335,1303,Burnt Fork Bend,U.S.A,2014,Belize,Belize,72,3.25,3,Bean,Cocoa butter,,,,Sugar,,roasty,fruit,mild metallic,
336,1303,Burnt Fork Bend,U.S.A,2014,Blend,Blend,72,3.25,3,Bean,Cocoa butter,,,,Sugar,,coffee,high roast,spicy,
337,1323,Burnt Fork Bend,U.S.A,2014,Ecuador,"Ecuador, Bob Bar",60,2.5,3,Bean,Cocoa butter,,,,Sugar,,sweet,sour dairy,,
338,2314,By Cacao,South korea,2019,Ecuador,Ecuador,70,3,2,Bean,,,,,Sugar,,smokey,sour,,
339,2274,Cacai Cacao,Taiwan,2019,Philippines,Davao,70,3.5,2,Bean,,,,,,Sweetener without sugar,base cocoa with palm notes,,,
340,2274,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70,3.25,2,Bean,,,,,,Sweetener without sugar,molasses,sour notes,,
341,2266,Cacao 70,Canada,2019,Bolivia,Beniano,70,3.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,subtle but refreshing,,,
342,2266,Cacao 70,Canada,2019,Guatemala,Asochivite,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,vegetal,unique,,
343,2330,Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,off pungent,grassy,melon,
344,1606,Cacao Arabuco,Puerto rico,2015,Puerto rico,Puerto Rico,70,2.5,2,Bean,,,,,Sugar,,dirt,floral,sweet,
345,502,Cacao Atlanta,U.S.A,2010,Dominican republic,Dominican Republic with nibs,75,2.75,2,Bean,,,,,Sugar,,creamy,burnt wood,,
346,502,Cacao Atlanta,U.S.A,2010,Dominican republic,"Dominican Republic, ""Love Bar""",75,2.5,2,Bean,,,,,Sugar,,oily,buttery,intense,
347,600,Cacao Atlanta,U.S.A,2010,Venezuela,Patanemo,75,2.25,2,Bean,,,,,Sugar,,over roasted,bitter,nutty,
348,1215,Cacao Atlanta,U.S.A,2014,Peru,Tumbes,75,2.5,2,Bean,,,,,Sugar,,roasty,almost burnt,intense,
349,147,Cacao Barry,France,2007,Mexico,Mexico,66,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,creamy,woody,cocoa,
350,141,Cacao Barry,France,2007,Venezuela,Venezuela,72,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sandy,dairy,cocoa,
351,300,Cacao Barry,France,2008,Tanzania,Tanzania,75,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,dry,flat flavor,astringent,
352,586,Cacao Barry,France,2010,Dominican republic,Santo Domingo,70,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,spice,fruit medley,roasty,
353,1716,Cacao Barry,France,2016,Haiti,Grand 'Anse,65,3.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,gritty,sweet,citrus,
354,2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72,3.75,2,Bean,,,,,Sugar,,light color,creamy,hazelnut,
355,2230,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72,3,2,Bean,,,,,Sugar,,light color,dirty,astringent,
356,2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72,2.5,2,Bean,,,,,Sugar,,light color,dirty,musty,
357,1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70,3.75,2,Bean,,,,,Sugar,,fruity,nutty,brownie,
358,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75,3.5,2,Bean,,,,,Sugar,,bright fruit,strawberry,,
359,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74,3.25,2,Bean,,,,,Sugar,,nutty,intense,leathery,
360,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75,2.5,2,Bean,,,,,Sugar,,intense,earthy,fuel,
361,1688,Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77,3.5,2,Bean,,,,,Sugar,,assertive,fruity,acidic,
